"UID","PID","LEGTYPE","CHAMBER","CHAMBERRANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","STATUSID","STATUS","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","INCUMBENT","CUROFC","CUROFCUID","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
7976,193866,"SLE","S",,"GA","Georgia","011","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1323,1800,"R","John","Bulloch","","John","Sen.","","Georgia Senator","","M","John Douglas Bulloch Jr.","","Thomas County, GA","1947","03","19","Married","Miriam Garner","Ochlocknee, GA","3 children","BAP","Baptist",5,"White/Caucasian","Y","State Legislator for Georgia Senate District 11",32303,"Member, GA State House of Representatives","1998-2002","Former Member, Thomasville Payroll Development Authority","1998-2002","PUB","Certified County Official","AGR","Farmer","Thomas County Central High School","","1965","University of Georgia","","1965","Abraham Baldwin College (GA)","","1965","","","","","","","Sen. John Bulloch","Georgia Senator","Room 110-B","State Capitol Building","206 Washington Street","","Atlanta, GA 30334","john.bulloch@senate.ga.gov","","http://www.senate.ga.gov/senators/en-US/member.aspx?Member=4&Session=21","","http://www.facebook.com/pages/Friends-of-John-Bulloch/124270703096?v=info#!/pages/Friends-of-John-Bulloch/124270703096?v=wall","","","Images\Photos\SLE\GA\S","Bulloch_John_193866.jpg"
7992,211893,"SLE","S",,"GA","Georgia","027","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1339,1816,"R","Jack","Murphy","","Jack","Sen.","","Georgia Senator","","M","Jack Steaven Murphy","","Atlanta, GA","1941","06","09","Married","Wendy","Cumming, GA","6 children; 11 grandchildren","EPI","Episcopalian",5,"White/Caucasian","Y","State Legislator for Georgia Senate District 27",32292,"Member, GA State House of Representatives","2002-2006","Member, GA Chamber of Commerce Board","2002-2006","BUS","Former Member","BUS","President and CEO","Henry W. Grady High School","","2002-2006","University of Delaware (DE)","","2002-2006","","","","U.S. Air Force","","2002-2006","","","","Sen. Jack Murphy","Georgia Senator","Room 325-A","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","jack.murphy@senate.ga.gov","","http://www.senate.ga.gov/senators/en-US/member.aspx?Member=32&Session=21","","http://www.facebook.com/group.php?gid=87483760122&v=info","","","Images\Photos\SLE\GA\S","Murphy_Jack_211893.jpg"
8006,287767,"SLE","S",,"GA","Georgia","042","","",,74,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1354,1831,"D","Jason","Carter","","Jason","Sen.","","Georgia Senator","","M","Jason Carter","","Decatur, GA","","","","Married","Kate","Candler Park, GA","2 children ","","",5,"White/Caucasian","Y","State Legislator for Georgia Senate District 42",32302,"Member, Democratic Party of Georgia Executive Committee","1991-1998","","","LAW","Member","LAW","Attorney","University of Georgia School of Law","J.D.","1991-1998","Duke University (NC)","","1991-1998","","","","","","","","","","Sen. Jason Carter","Georgia Senator","Room 327-B","State Capitol Building","206 Washington Street","","Atlanta, GA 30334","jason.carter@senate.ga.gov","","http://www.senate.ga.gov/senators/en-US/member.aspx?Member=720&Session=21","","http://www.facebook.com/Carter4GA?v=photos#!/Carter4GA?v=wall&viewas=0","http://twitter.com/Carter4GA","","Images\Photos\SLE\GA\S","Carter_Jason_287767.jpg"
8022,228399,"SLE","H",,"GA","Georgia","002","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1161,1611,"R","Jay","Neal","","Jay","Rep.","","Georgia Representative Elect","","M","Jay Neal","","Oak Ridge, TN","","","","Married","Gretchen","Lafayette, GA","2 children","","",5,"White/Caucasian","","State Legislator for Georgia House District 001",34161,"Candidate, U.S. House of Representatives","2002","Vice Chair, Public Safety Committee","2002","CLE","Minister","","","Emanuel Theological Seminary (TN)","B.A.","2002","","","","","","","","","","","","","Rep. Jay Neal","Georgia Representative Elect","Room 401","State Capitol Building","206 Washington Street","","Atlanta, GA 30334","jay.neal@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=178&Session=21","","http://www.facebook.com/pages/State-Rep-Jay-Neal-R-1/54746583459?ref=search&sid=1250635295.3399389700..1","","","Images\Photos\SLE\GA\H","Neal_Jay_228399.jpg"
8037,211908,"SLE","H",,"GA","Georgia","017","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1182,1629,"R","Howard","Maxwell","R.","Howard","Rep.","","Georgia Representative","","M","Howard Richard Maxwell","","Douglasville, GA","1949","01","23","Married","Linda C.","Dallas, GA","2 children ; 3 grandchildren","BAP","Baptist",5,"White/Caucasian","Y","State Legislator for Georgia House District 017",32277,"Chair, GA School Board Worker's Compensation Fund","1992-2002","Chair and Vice Chair, Paulding County School Board","1989-2002","BUS","Insurance Agent","","","Dallas High School","","1989-2002","Georgia State University","B.B.A.","1989-2002","","","","U.S. Army","","1969-1970","","","","Rep. Howard Maxwell","Georgia Representative","Room 402","State Capitol Building","206 Washington Street","","Atlanta, GA 30334","howard.maxwell@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=165&Session=21","","http://www.facebook.com/pages/State-Rep-Howard-Maxwell-R-17/54994621589","","","Images\Photos\SLE\GA\H","Maxwell_Howard_211908.jpg"
8052,193721,"SLE","H",,"GA","Georgia","032","","",,79.599999999999994,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1197,1644,"R","Alan","Powell","","Alan","Rep.","","Georgia Representative Elect","","M","Alan T. Powell","","Hartwell, GA","1951","11","10","Married","Bonnie","Hartwell, GA","2 children","BAP","Baptist",5,"White/Caucasian","","State Legislator for Georgia House District 029",27883,"Former Chairman, Hart County Board of Commissioners","1968","","","BUS","Businessman","","","Hart County High School","","1968","Georgia Southwestern College","B.S.","1968","","","","","","","","","","Rep. Alan Powell","Georgia Representative Elect","Room 507","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","alan.powell@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=187&Session=21","","http://www.facebook.com/pages/Rep-Alan-Powell-R-29/86014287075?ref=ts","http://twitter.com/alanpowell","","Images\Photos\SLE\GA\H","Powell_Alan_193721.jpg"
8067,211887,"SLE","H",,"GA","Georgia","047","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1212,1667,"R","Jan","Jones","","Jan","Rep.","","Georgia Representative Elect","","F","Jan Slaughter Jones","","Warner Robins, GA","","01","29","Married","Kalin Jones","Alpharetta, GA","4 children","USP","Protestant - Unspecified Christian",5,"White/Caucasian","","State Legislator for Georgia House District 046",32256,"Member, Hope Grant Scholarship Program","1994","Member, Land Conservation Partnership","1994","HOM","Homemaker","BUS","Founder and Owner","Georgia State University","M.B.A.","1994","University of Georgia","B.A.","1994","","","","","","","","","","Rep. Jan Jones","Georgia Representative Elect","Room 340","State Capitol Building","206 Washington Street","","Atlanta, GA 30334","jan.jones@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=142&Session=21","","http://www.facebook.com/pages/Speaker-Pro-Tem-Jan-Jones-R-46/325645924492?v=wall&ref=ts","","","Images\Photos\SLE\GA\H","Jones_Jan_211887.jpg"
8081,211884,"SLE","H",,"GA","Georgia","061","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1226,1689,"D","Roger","Bruce","B.","Roger","Rep.","","Georgia Representative Elect","","M","Roger B. Bruce","","New York, NY","1953","05","09","Married","Angela","Atlanta, GA","3 children ; 1 grandchild","MET","Methodist",1,"Black/African American","","State Legislator for Georgia House District 064",32253,"Member, Leadership Atlanta","1962","","","BUS","Vice President of Human Resources","","","Morehouse College (GA)","B.A.","1962","","","","","","","","","","","","","Rep. Roger Bruce","Georgia Representative Elect","Room 611","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","roger.bruce@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=69&Session=21","","http://www.facebook.com/pages/Rep-Roger-Bruce-D-64/181596450550","","","Images\Photos\SLE\GA\H","Bruce_Roger_211884.jpg"
8096,291242,"SLE","H",,"GA","Georgia","076","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1241,1711,"D","Sandra","Scott","G.","Sandra","Rep.","","Georgia Representative","","F","Sandra G. Scott","","Quincy, FL","","","","","","Rex, GA","","","",1,"Black/African American","Y","State Legislator for Georgia House District 076",27954,"","","","","EDU","Teacher","","","Armstrong State University (GA)","B.E.","1994","Florida A&M University","B.S.","1984","","","","U.S. Army","SSG","1984-1989","","","","Rep. Sandra Scott","Georgia Representative","Room 611","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","sandra.scott@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=766&Session=21","","","","","Images\Photos\SLE\GA\H","Scott_Sandra_291242.jpg"
8111,265516,"SLE","H",,"GA","Georgia","091","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1256,1729,"D","Dee","Dawkins-Haigler","","Dee","Rep.","","Georgia Representative Elect","","F","Dee Dawkins-Haigler","","","","","","Married","CPT David H. Haigler, Jr","Lithonia, GA","4 children","AME","African Methodist Episcopal",1,"Black/African American","","State Legislator for Georgia House District 093",31341,"Former Member, SC Juvenile Parole Board","1995","Member, GA Coalition of Black Women","1995","EDU","Adjunct Professor","PUB","Clinton and Gore Campaign","Clark Atlanta University (GA)","Ph.D.","1995","Turner Theological Seminary (GA)","M.Div.","1995","Kentucky State University","M.A.","1995","","","","","","","Rep. Dee Dawkins-Haigler","Georgia Representative Elect","Room 607","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","dee.dawkins-haigler@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=236&Session=21","","http://www.facebook.com/pages/Rep-Dee-Dawkins-Haigler-D-93/118458307984?ref=search&sid=1250635295.368093044..1","","","Images\Photos\SLE\GA\H","DawkinsHaigler_Dee_265516.jpg"
8126,291269,"SLE","H",,"GA","Georgia","106","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1271,1744,"R","Brett","Harrell","","Brett","Rep.","","Georgia Representative","","M","Brett Harrell","","Atlanta, GA","","","","Married","Diane","Snellville, GA","1 child ","","",5,"White/Caucasian","Y","State Legislator for Georgia House District 106",32273,"Mayor, Snellville City","2000-2003","Member, Snellville City Council","2000-2003","BUS","Franchise Owner","BUS","Sales","University of Georgia","B.B.A.","1983","South Gwinnett HS","","1983","","","","","","","","","","Rep. Brett Harrell","Georgia Representative","Room 512","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","brett.harrell@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=776&Session=21","","http://www.facebook.com/voteharrell","","","Images\Photos\SLE\GA\H","Harrell_Brett_291269.jpg"
8141,211901,"SLE","H",,"GA","Georgia","121","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1286,1759,"R","Barry","Fleming","A.","Barry","Rep.","","Georgia Representative Elect","","M","Barry Abbott Fleming","","Augusta, GA","1965","05","20","Married","Paige","Harlem, GA","2 children","BAP","Baptist",5,"White/Caucasian","","",,"Majority Whip, GA State House","2004","Member, GA State House of Representatives (GA117)","2002-2008","LAW","Attorney","PUB","Intern","University of Georgia Law School (GA)","J.D.","1994","University of Georgia","B.A.","1988","Harlem High School","","1988","","","","","","","Rep. Barry Fleming","Georgia Representative Elect","","","507 Canterbury Court","","Harlem, GA 30814-5085","bfleming@flemingnelson.com","","http://www.barryfleming.org","","","","","Images\Photos\SLE\GA\H","Fleming_Barry_211901.jpg"
8155,193832,"SLE","H",,"GA","Georgia","135","","",,76.799999999999997,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",1300,1776,"D","Calvin","Smyre","","Calvin","Rep.","","Georgia Representative Elect","","M","Calvin Smyre","","Chattahoochee County, GA","1948","05","17","Divorced","","Columbus, GA","1 child","MET","Methodist",1,"Black/African American","","State Legislator for Georgia House District 132",27994,"House Minority Caucus Chair, GA State House","2011","Republican Caucus Chair, GA State House of Representatives","1986","BUS","Senior Vice President, Corporate Affairs","","","Fort Valley State College (GA)","B.S.","1986","","","","","","","U.S. Army","","1970","","","","Rep. Calvin Smyre","Georgia Representative Elect","Room 409","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","calvin.smyre@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=216&Session=21","","http://www.facebook.com/pages/State-Rep-Calvin-Smyre-D-132/67167892237","","","Images\Photos\SLE\GA\H","Smyre_Calvin_193832.jpg"
8169,291285,"SLE","H",,"GA","Georgia","150","","",,67.299999999999997,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",7846,1626,"R","Matt","Hatchett","","Matt","Rep.","","Georgia Representative Elect","","M","Matt Hatchett","","Laurens County, GA","1967","","","Married","Kim","Dublin, GA","","MET","Methodist",5,"White/Caucasian","","State Legislator for Georgia House District 143",28001,"Mayor, Pro-Tempore, Dublin City","2006-2007","Member, Dublin City Council","1995-2010","BUS","Founder, Developer","","","Presbyterian College (SC)","B.S.","1995-2010","Dublin HS","","1995-2010","","","","","","","","","","Rep. Matt Hatchett","Georgia Representative Elect","Room 601","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","matt.hatchett@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=781&Session=21","","","","","Images\Photos\SLE\GA\H","Hatchett_Matt_291285.jpg"
8183,193846,"SLE","H",,"GA","Georgia","164","","",,59.600000000000001,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",7860,1685,"R","Ron","Stephens","","Ron","Rep.","","Georgia Representative","","M","Ron Stephens","","Lyons, GA","1954","07","03","Married","Janice","Lyons, GA","9 children","BAP","Baptist",5,"White/Caucasian","Y","State Legislator for Georgia House District 164",28008,"Member, Garden City Council","1992-1997","Republican Deputy Whip, GA State House of Representatives","1992-1997","MED","Pharmacist","","","Mercer University Pharmacy School (GA)","B.S.","1978","Armstrong Atlantic State University (GA)","","1978","","","","","","","","","","Rep. Ron Stephens","Georgia Representative","Room 226","State Capitol Building","206 Washington Street","","Atlanta, GA 30334","ron.stephens@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=219&Session=21","","http://www.facebook.com/pages/State-Rep-Ron-Stephens-R-164/72910036976?ref=ts","","","Images\Photos\SLE\GA\H","Stephens_Ron_193846.jpg"
8198,291305,"SLE","H",,"GA","Georgia","179","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",7875,1770,"R","Alex","Atwood","","Alex","Rep.","","Georgia Representative","","M","Alex Atwood","","","","","","Married","Cynthia","Brunswick, GA","3 children ","EPI","Episcopalian",5,"White/Caucasian","Y","State Legislator for Georgia House District 179",31351,"","","","","EDU","Adjunct Professor","LEN","Magistrate Judge","Federal Executive Institute, Charlottesville, VA.","","1990-1994","John Marshall School of Law (GA)","J.D.","1990-1994","Webster College (MO)","M.A.","1990-1994","US Marine Corps Reserve","COL","1990-1994","","","","Rep. Alex Atwood","Georgia Representative","Room 401","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","alex.atwood@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=788&Session=21","","","","","Images\Photos\SLE\GA\H","Atwood_Alex_291305.jpg"
