"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
22092,286970,"FL","H",328,"PA","Pennsylvania","12","","",7,50.799999999999997,"2010","2012","G","H0PA12132",0,0,0,0,0,0,0,0,"AOK","Normal",5334,6169,"D","Mark","Critz","S.","Mark","Rep.","","US Representative","","M","Mark Critz","crits","Irwin, PA","1962","01","05","Married","Nancy","Johnston, PA","2 children (twins)","","",5,"White/Caucasian","","","","","PUB","District Director and Economic Development Director","BUS","Manager","Indiana University of Pennsylvania","B.S.","1987","Norwin High School (PA)","","1987","","","","","","","","","","Rep. Mark Critz","US Representative","Room 1539","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-3812","","http://critz.house.gov/contact-me/email-me","http://www.critz.house.gov","","http://www.facebook.com/pages/Congressman-Mark-S-Critz/124105914288036","http://twitter.com/RepMarkCritz","http://www.youtube.com/user/RepMarkCritz","Images\Photos\FL\H","Critz_Mark_286970.jpg"
22133,159083,"FL","H",108,"TX","Texas","13","","",6,87.099999999999994,"1994","2012","G","H4TX13014",0,0,5,0,4,0,85,0,"AOK","Normal",6110,6990,"R","Mac","Thornberry","","Mac","Rep.","","US Representative","","M","William McClellan Thornberry","THORN-bair-ee","Clarendon, TX","1958","07","15","Married","Sally Adams","Clarendon, TX","2 children","PRE","Presbyterian",5,"White/Caucasian","","","","","AGR","Rancher","LAW","Associate","University of Texas Law School","J.D.","1983","Texas Tech University","B.A.","1980","Clarendon High School (TX)","","1980","","","","","","","Rep. Mac Thornberry","US Representative","Room 2209","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4313","","http://thornberry.house.gov/Contact/","http://www.thornberry.house.gov","","http://www.facebook.com/repmacthornberry","http://twitter.com/MacTXPress","http://www.youtube.com/RepMacThornberry","Images\Photos\FL\H","Thornberry_Mac_159083.jpg"
22169,229353,"FL","H",375,"WA","Washington","03","","",4,53,"2010","2012","G","H0WA03187",0,0,95,0,95,0,58,0,"AOK","Normal",6693,7640,"R","Jaime","Herrera Beutler","","Jaime","Rep.","","US Representative","","F","Jaime Lynn Herrera","hur-AIR-ruh-BUT-lur","Glendale, CA","1978","11","03","Married","Daniel Beutler","Camas, WA","","CHC","Christian Church",5,"White/Caucasian","Assistant Minority Floor Leader, WA State House","2010","Member, WA State House","2007-2010","BUS","Consultant","PUB","Senior Legislative Assistant","University of Washington","B.A.","2004","Bellevue Community College (WA)","A.A.","2003","Seattle Pacific University (WA)","Att.","1998","","","","","","","Rep. Jaime Herrera Beutler","US Representative","Room 1130","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4703","","http://jaimehb.house.gov/contact","http://jaimehb.house.gov/","","","","","Images\Photos\FL\H","HerreraBeutler_Jaime_229353.jpg"
22199,158771,"FL","S",71,"CO","Colorado","S01","","",1,52,"2008","2014","G","S8CO00172",0,0,85,0,84,0,64,0,"AOK","Normal",7678,1023,"D","Mark","Udall","","Mark","Sen.","","US Senator","","M","Mark Emery Udall","YOO-dahl","Tucson , AZ","1950","07","18","Married","Margaret (Maggie) Fox","Eldorado Springs, CO","2 children","","",5,"White/Caucasian","Member, U.S. House of Representatives","1999-2008","Member, CO State House of Representatives","1997-1999","EDU","Executive Director","EDU","Course Director","Williams College (MA)","B.A.","1972","","","","","","","","","","","","","Sen. Mark Udall","US Senator","Room 328","HSOB- Hart Senate Office Building","Constitution Avenue and 2nd Street, NE","","Washington, DC 20510-0608","","http://markudall.senate.gov/?p=contact_us","http://markudall.senate.gov","","http://www.facebook.com/markudall?v=wall","http://twitter.com/MarkUdall","http://www.youtube.com/senatormarkudall","Images\Photos\FL\S","Udall_Mark_158771.jpg"
22248,244487,"FL","S",99,"NH","New Hampshire","S02","","",1,60,"2010","2016","G","S0NH00235",0,0,10,0,0,0,82,0,"AOK","Normal",7725,4712,"R","Kelly","Ayotte","A.","Kelly","Sen.","","US Senator","","F","Kelly A. Ayotte","AY-aht","Nashua, NH","1968","06","27","Married","Joseph Daley","Nashua, NH","2 children","ROC","Roman Catholic",5,"White/Caucasian","Candidate, New Hampshire US Senate (NHS01)","2010-2010","Attorney General, State of NH","2004-2009","LAW","Legal Counsel","LAW","Prosecutor","Villanova University School of Law (PA)","J.D.","1993","Pennsylvania State University","B.A.","1990","Nashua High School (NH)","","1990","","","","","","","Sen. Kelly Ayotte","US Senator","Room 144","RSOB- Russell Senate Office Building","Constitution and Delaware Avenues, NE","","Washington, DC 20510-2907","","http://ayotte.senate.gov/?p=contact","http://ayotte.senate.gov/","","http://www.facebook.com/pages/Senator-Kelly-Ayotte/123436097729198","http://twitter.com/KellyAyotte","","Images\Photos\FL\S","Ayotte_Kelly_244487.jpg"
22283,165287,"FL","S",19,"WI","Wisconsin","S01","","",1,67.400000000000006,"1988","2012","G","S6WI00061",0,0,95,0,95,0,45,0,"AOK","Retiring at end of term",7672,602,"D","Herb","Kohl","","Herb","Sen.","","US Senator","","M","Herbert H. Kohl","koal","Milwaukee, WI","1935","02","07","Single","","Milwaukee, WI","","JEW","Jewish",5,"White/Caucasian","","","","","PRO","Owner","BUS","President","Harvard University Business School (MA)","M.B.A.","1958","University of Wisconsin","B.A.","1956","Washington High School","","1952","U.S. Army Reserve","","1958-1964","","","","Sen. Herb Kohl","US Senator","Room 330","HSOB- Hart Senate Office Building","Constitution Avenue and 2nd Street, NE","","Washington, DC 20510-4903","","http://kohl.senate.gov/contact.cfm","http://kohl.senate.gov","","http://www.facebook.com/herbkohl","","http://www.youtube.com/user/SenatorKohl","Images\Photos\FL\S","Kohl_Herb_165287.jpg"
30193,249702,"FL","H",384,"ID","Idaho","01","","",2,51,"2010","2012","G","H0ID01253",0,0,0,0,4,0,75,0,"AOK","Normal",1447,1930,"R","Raul","Labrador","R.","Raul","Rep.","","US Representative","","M","Raul R. Labrador","LAB-ruh-dor","Carolina, PR","1967","12","08","Married","Rebecca Johnson","Eagle, ID","5 children","MOR","Mormon",2,"Hispanic/Latino","Member, ID Commission on Hispanic Affairs","1971","Member (ID014 R), ID State House","2007-2011","BUS","Small Businessman","LAW","Owner and Managing Partner","University of Washington School of Law - Seattle","J.D.","1995","Brigham Young University (UT)","B.A.","1992","Las Vegas High School (NV)","","1985","","","","","","","Rep. Raul Labrador","US Representative","Room 1523","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-1201","","http://labrador.house.gov/index.cfm?sectionid=58&sectiontree=3,58","http://labrador.house.gov/","","http://www.facebook.com/pages/Ra%C3%BAl-R-Labrador/180970951936493","","http://www.youtube.com/user/RepLabrador?feature=mhsn","Images\Photos\FL\H","Labrador_Raul_249702.jpg"
30678,271821,"FL","H",433,"PR","Puerto Rico","01","","",1,53,"2008","2012","G","H8PR00062",0,0,0,0,0,0,0,0,"AOK","Normal",7789,7923,"D","Pedro","Pierluisi","R.","Pedro","Rep.","","US Representative","","M","Pedro R. Pierluisi Urrutia","pee-air-loo-EE-see","San Juan, PR","1959","04","26","Married","Maria Elena Carrion","Guaynabo, PR","4 children","ROC","Roman Catholic",2,"Hispanic/Latino","Co-Chair, Obama’s Campaign in PR","2008","Secretary of Justice, Government of Puerto Rico","1993-1996","BUS","Partner","LAW","Partner","George Washington University School of Law (DC)","J.D.","1984","Tulane University (LA)","B.A.","1981","Colegio Marista de Guaynabo (PR)","Att.","1977","","","","","","","Rep. Pedro Pierluisi","US Representative","Room 1213","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-5401","","http://www.pierluisi.house.gov/english/contact-us.html","http://www.pierluisi.house.gov","","http://www.facebook.com/pedropierluisi","http://twitter.com/pedropierluisi","http://www.youtube.com/pierluisicongress","Images\Photos\FL\H","Pierluisi_Pedro_271821.jpg"
31822,310708,"FL","H",254,"NM","New Mexico","02","","",1,55.399999999999999,"2010","2012","G","H8NM02032",0,0,5,0,13,0,80,0,"AOK","Normal",4291,5112,"R","Steve","Pearce","E.","Steve","Rep.","","US Representative","","M","Stevan Edward Pearce","peerce","Lamesa, TX","1947","08","24","Married","Cynthia","Hobbs, NM","1 child","BAP","Baptist",5,"White/Caucasian","Republican Candidate, U.S. Senate","2008","Assistant Republican Whip, U.S. House of Representatives","2008","BUS","Co-owner and Operator","BUS","Small Business Owner","Eastern New Mexico University","M.B.A.","1991","New Mexico State University","B.B.A.","1970","","","","U.S. Air Force","Capt","1970-1976","","","","Rep. Steve Pearce","US Representative","Room 2432","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3102","","https://pearce.house.gov/contact-me/email-me","http://pearce.house.gov/","","http://www.facebook.com/RepStevePearce","http://twitter.com/repstevepearce","http://www.youtube.com/user/NMstevepearce","Images\Photos\FL\H","Pearce_Steve_310708.jpg"
31861,120144,"FL","H",214,"MD","Maryland","02","","",3,64.200000000000003,"2002","2012","G","H2MD02160",0,0,90,0,96,0,63,0,"AOK","Normal",2682,3216,"D","Dutch","Ruppersberger","","Dutch","Rep.","","US Representative","","M","Charles Albert Ruppersberger","ROO-purs-bur-gur","Baltimore, MD","1946","01","31","Married","Kay Murphy","Cockeysville, MD","2 children","CHC","Christian Church",5,"White/Caucasian","Delegate, Democratic National Conventions","2000","Delegate, Democratic National Conventions","1996","LAW","Attorney","LAW","Law Clerk","University of Baltimore School of Law (MD)","J.D.","1970","University of Maryland - College Park","B.A.","1967","Baltimore City College (MD)","","1967","","","","","","","Rep. Dutch Ruppersberger","US Representative","Room 2453","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-2002","","http://dutch.house.gov/email-dutch.shtml","http://www.dutch.house.gov","","http://www.facebook.com/pages/Dutch-Ruppersberger/184756771570504","http://twitter.com/Call_Me_Dutch","http://www.youtube.com/user/ruppersberger","Images\Photos\FL\H","Ruppersberger_Dutch_120144.jpg"
32080,196518,"FL","H",209,"NC","North Carolina","13","","",4,55.5,"2002","2012","G","H2NC13029",0,0,100,0,96,0,47,0,"AOK","Retiring at end of term",4658,5483,"D","Brad","Miller","","Brad","Rep.","","US Representative","","M","Ralph Bradley Miller","MIH-lur","Fayetteville, NC","1953","05","19","Married","Esther Hall","Raleigh, NC","","EPI","Episcopalian",5,"White/Caucasian","Member, NC State Senate","1997-2002","Candidate, NY State House","1994","LAW","Practicing Attorney","LAW","Principal","Columbia University Law School (NY)","J.D.","1979","London School of Economics (England)","M.S.","1978","University of North Carolina - Chapel Hill","B.A.","1975","","","","","","","Rep. Brad Miller","US Representative","Room 1127","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-3313","","http://forms.house.gov/bradmiller/webforms/zipauthen_contact.shtml","http://bradmiller.house.gov","","http://www.facebook.com/BradMiller","http://twitter.com/RepBradMiller","http://www.youtube.com/user/MillerNC13","Images\Photos\FL\H","Miller_Brad_196518.jpg"
21749,158699,"FL","H",6,"AK","Alaska","01","","",1,69,"1973","2012","G","H6AK00045",0,0,30,0,64,0,88,0,"AOK","Normal",148,152,"R","Don","Young","","Don","Rep.","","US Representative","","M","Donald Edwin Young","YUNG","Meridian, CA","1933","06","09","Widower","","Fort Yukon, AK","2 children","EPI","Episcopalian",5,"White/Caucasian","Candidate, U.S. House of Representatives","1972","Member, AK State Senate","1971-1973","BUS","Licensed Riverboat Captain","EDU","Elementary School Teacher","California State University - Chico","B.A.","1958","Yuba Junior College (CA)","A.A.","1952","Sutter High School (CA)","","1952","U.S. Army","","1955-1957","","","","Rep. Don Young","US Representative","Room 2314","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0201","","http://donyoung.house.gov/Contact/","http://donyoung.house.gov","","http://www.facebook.com/RepDonYoung","http://twitter.com/repdonyoung","http://www.youtube.com/user/RepDonYoung","Images\Photos\FL\H","Young_Don_158699.jpg"
21751,283894,"FL","H",403,"AL","Alabama","02","","",6,51,"2010","2012","G","H0AL02087",0,0,10,0,18,0,83,0,"AOK","Normal",2,4,"R","Martha","Roby","","Martha","Rep.","","US Representative","","F","Martha D. Roby","RO-bee","Montgomery, AL","1976","07","26","Married","Riley Roby","Montgomery, AL","2 children","PRE","Presbyterian",5,"White/Caucasian","Member, Montgomery (AL) City Council","2003-2010","","","LAW","Associate Attorney","","","Samford University Cumberland School of Law (AL) Cumberland School of Law","J.D.","2001","New York University","B.M.","1998","","","","","","","","","","Rep. Martha Roby","US Representative","Room 414","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0102","","https://roby.house.gov/contact/contactform.htm","http://roby.house.gov/","","http://www.facebook.com/Representative.Martha.Roby","http://twitter.com/RepMarthaRoby","","Images\Photos\FL\H","Roby_Martha_283894.jpg"
21753,158703,"FL","H",114,"AL","Alabama","04","","",2,98.799999999999997,"1996","2012","G","H6AL04098",0,0,20,0,17,0,79,0,"AOK","Normal",4,6,"R","Robert","Aderholt","B.","Bob","Rep.","","US Representative","","M","Robert Brown Aderholt","ADD-er-holt","Haleyville, AL","1965","07","22","Married","Caroline McDonald","Haleyville, AL","2 children","BAP","Baptist",5,"White/Caucasian","Delegate, Republican National Convention","1992","Candidate, AL State House","1990","PUB","Assistant Legal Advisor","LEN","City Judge","Samford University Cumberland Law School (AL)","J.D.","1990","Birmingham-Southern College (AL)","B.A.","1987","","","","","","","","","","Rep. Robert Aderholt","US Representative","Room 2264","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0104","","http://aderholt.house.gov/email-me2/","http://aderholt.house.gov","","http://www.facebook.com/RobertAderholt?v=wall","http://twitter.com/Robert_Aderholt","http://www.youtube.com/user/RobertAderholt","Images\Photos\FL\H","Aderholt_Robert_158703.jpg"
21754,283897,"FL","H",341,"AL","Alabama","05","","",5,57.899999999999999,"2010","2012","G","H0AL05163",0,0,80,0,88,0,74,0,"AOK","Normal",5,7,"R","Mo","Brooks","","Mo","Rep.","","US Representative","","M","Morris J. Brooks, Jr.","brooks","Charleston, SC","1954","04","29","Married","Martha Jenkins","Huntsville, AL","4 children ;  2 grandchildren ","CHC","Christian Church",5,"White/Caucasian","Candidate, AL State Lt. Governor","2006","Member, Madison County (AL) Commission","1996-2010","LAW","Partner","PUB","Special Assistant Attorney General","University of Alabama Law School","J.D.","1978","Duke University (NC)","B.A.","1975","Grissom High School (AL)","","1972","","","","","","","Rep. Mo Brooks","US Representative","Room 1230","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-0105","","http://brooksforms.house.gov/email-me","http://brooks.house.gov/","","http://www.facebook.com/pages/Congressman-Mo-Brooks/155220881193244","http://twitter.com/RepMoBrooks","","Images\Photos\FL\H","Brooks_Mo_283897.jpg"
